week_sort,value,type,Season,Age Group
År 1 uge 25,99.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 26,13.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 26,12.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 26,25.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 26,27.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 26,10.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 26,59.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 26,93.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 27,9.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 27,9.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 27,12.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 27,22.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 27,11.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 27,67.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 27,121.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 28,10.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 28,9.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 28,13.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 28,16.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 28,11.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 28,93.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 28,112.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 29,12.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 29,2.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 29,14.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 29,15.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 29,11.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 29,74.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 29,84.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 30,13.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 30,9.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 30,19.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 30,16.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 30,13.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 30,97.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 30,88.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 31,4.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 31,10.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 31,11.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 31,11.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 31,9.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 31,80.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 31,54.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 32,6.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 32,10.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 32,10.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 32,9.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 32,10.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 32,100.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 32,90.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 33,21.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 33,8.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 33,14.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 33,17.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 33,18.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 33,167.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 33,95.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 34,15.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 34,8.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 34,17.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 34,19.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 34,14.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 34,258.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 34,106.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 35,18.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 35,21.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 35,26.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 35,23.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 35,29.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 35,380.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 35,135.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 36,18.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 36,20.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 36,38.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 36,29.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 36,30.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 36,473.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 36,121.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 37,9.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 37,21.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 37,32.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 37,24.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 37,37.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 37,440.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 37,145.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 38,12.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 38,20.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 38,28.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 38,33.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 38,34.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 38,402.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 38,192.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 39,20.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 39,26.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 39,29.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 39,65.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 39,24.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 39,402.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 39,241.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 40,20.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 40,22.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 40,25.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 40,30.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 40,42.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 40,27.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 40,351.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 40,301.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 41,20.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 41,31.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 41,40.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 41,45.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 41,47.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 41,25.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 41,320.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 41,358.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 42,18.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 42,29.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 42,26.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 42,35.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 42,51.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 42,38.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 42,284.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 42,379.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 43,22.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 43,25.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 43,30.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 43,28.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 43,61.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 43,24.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 43,185.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 43,376.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 44,25.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 44,30.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 44,27.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 44,29.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 44,45.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 44,20.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 44,193.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 44,356.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 45,18.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 45,38.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 45,37.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 45,41.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 45,63.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 45,26.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 45,177.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 45,485.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 46,22.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 46,57.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 46,46.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 46,58.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 46,66.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 46,30.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 46,191.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 46,402.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 47,18.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 47,58.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 47,53.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 47,53.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 47,97.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 47,28.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 47,212.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 47,380.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 48,47.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 48,63.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 48,59.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 48,59.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 48,113.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 48,27.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 48,177.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 48,315.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 49,32.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 49,76.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 49,68.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 49,68.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 49,148.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 49,32.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 49,191.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 49,306.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 50,41.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 50,102.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 50,72.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 50,91.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 50,188.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 50,30.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 50,184.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 50,239.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 51,51.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 51,96.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 51,92.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 51,100.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 51,204.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 51,34.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 51,154.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 51,266.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 52,69.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 52,104.0,tested,2016/2017,01. 0-5 måneder
År 1 uge 52,93.0,tested,2017/2018,01. 0-5 måneder
År 1 uge 52,120.0,tested,2018/2019,01. 0-5 måneder
År 1 uge 52,170.0,tested,2019/2020,01. 0-5 måneder
År 1 uge 52,34.0,tested,2020/2021,01. 0-5 måneder
År 1 uge 52,199.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 52,257.0,tested,2022/2023,01. 0-5 måneder
År 1 uge 53,78.0,tested,2015/2016,01. 0-5 måneder
År 1 uge 53,33.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 01,68.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 01,108.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 01,95.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 01,120.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 01,247.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 01,41.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 01,165.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 01,241.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 02,54.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 02,98.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 02,93.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 02,116.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 02,175.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 02,23.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 02,163.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 02,160.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 03,100.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 03,115.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 03,145.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 03,144.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 03,145.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 03,24.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 03,160.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 03,143.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 04,113.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 04,136.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 04,186.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 04,174.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 04,174.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 04,31.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 04,179.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 04,166.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 05,123.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 05,131.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 05,208.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 05,201.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 05,208.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 05,25.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 05,209.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 05,163.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 06,109.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 06,126.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 06,213.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 06,216.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 06,211.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 06,34.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 06,195.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 06,184.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 07,107.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 07,118.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 07,188.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 07,166.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 07,203.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 07,32.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 07,180.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 07,175.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 08,112.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 08,119.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 08,212.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 08,204.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 08,176.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 08,36.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 08,137.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 08,164.0,tested,2022/2023,01. 0-5 måneder
År 2 uge 09,100.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 09,83.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 09,152.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 09,177.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 09,145.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 09,25.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 09,120.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 10,93.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 10,94.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 10,164.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 10,138.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 10,184.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 10,37.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 10,99.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 11,93.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 11,80.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 11,142.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 11,144.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 11,155.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 11,29.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 11,152.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 12,79.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 12,65.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 12,143.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 12,127.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 12,135.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 12,33.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 12,142.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 13,63.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 13,54.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 13,96.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 13,111.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 13,91.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 13,35.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 13,115.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 14,53.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 14,44.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 14,102.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 14,104.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 14,57.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 14,31.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 14,132.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 15,41.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 15,38.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 15,82.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 15,87.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 15,39.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 15,21.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 15,108.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 16,40.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 16,34.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 16,62.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 16,50.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 16,28.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 16,18.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 16,84.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 17,23.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 17,25.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 17,58.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 17,64.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 17,25.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 17,30.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 17,68.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 18,29.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 18,30.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 18,34.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 18,46.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 18,17.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 18,38.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 18,76.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 19,20.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 19,25.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 19,36.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 19,57.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 19,8.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 19,28.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 19,80.0,tested,2021/2022,01. 0-5 måneder
År 2 uge 20,22.0,tested,2015/2016,01. 0-5 måneder
År 2 uge 20,23.0,tested,2016/2017,01. 0-5 måneder
År 2 uge 20,31.0,tested,2017/2018,01. 0-5 måneder
År 2 uge 20,48.0,tested,2018/2019,01. 0-5 måneder
År 2 uge 20,7.0,tested,2019/2020,01. 0-5 måneder
År 2 uge 20,42.0,tested,2020/2021,01. 0-5 måneder
År 2 uge 20,101.0,tested,2021/2022,01. 0-5 måneder
År 1 uge 21,2.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 21,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 21,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 21,1.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 21,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 21,1.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 21,0.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 22,1.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 22,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 22,1.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 22,1.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 22,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 22,3.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 22,1.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 23,0.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 23,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 23,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 23,1.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 23,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 23,2.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 23,0.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 24,1.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 24,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 24,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 24,0.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 24,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 24,4.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 24,4.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 25,0.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 25,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 25,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 25,2.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 25,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 25,6.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 25,2.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 26,0.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 26,1.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 26,2.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 26,0.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 26,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 26,17.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 26,4.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 27,1.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 27,1.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 27,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 27,1.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 27,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 27,16.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 27,7.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 28,2.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 28,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 28,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 28,0.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 28,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 28,28.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 28,7.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 29,0.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 29,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 29,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 29,0.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 29,0.0,admissions,2020/2021,01. 0-5 måneder
År 1 uge 29,22.0,admissions,2021/2022,01. 0-5 måneder
År 1 uge 29,4.0,admissions,2022/2023,01. 0-5 måneder
År 1 uge 30,0.0,admissions,2016/2017,01. 0-5 måneder
År 1 uge 30,0.0,admissions,2017/2018,01. 0-5 måneder
År 1 uge 30,0.0,admissions,2018/2019,01. 0-5 måneder
År 1 uge 30,0.0,admissions,2019/2020,01. 0-5 måneder
År 1 uge 30,0.0,admissions,2020/2021,01. 0-5 måneder
