week_sort,value,type,Season,Age Group
År 2 uge 02,8.0,cases,2017/2018,09. 65-74 år
År 2 uge 02,10.0,cases,2018/2019,09. 65-74 år
År 2 uge 02,17.0,cases,2019/2020,09. 65-74 år
År 2 uge 02,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 02,2.0,cases,2021/2022,09. 65-74 år
År 2 uge 02,34.0,cases,2022/2023,09. 65-74 år
År 2 uge 03,4.0,cases,2015/2016,09. 65-74 år
År 2 uge 03,8.0,cases,2016/2017,09. 65-74 år
År 2 uge 03,6.0,cases,2017/2018,09. 65-74 år
År 2 uge 03,7.0,cases,2018/2019,09. 65-74 år
År 2 uge 03,9.0,cases,2019/2020,09. 65-74 år
År 2 uge 03,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 03,1.0,cases,2021/2022,09. 65-74 år
År 2 uge 03,28.0,cases,2022/2023,09. 65-74 år
År 2 uge 04,3.0,cases,2015/2016,09. 65-74 år
År 2 uge 04,13.0,cases,2016/2017,09. 65-74 år
År 2 uge 04,9.0,cases,2017/2018,09. 65-74 år
År 2 uge 04,10.0,cases,2018/2019,09. 65-74 år
År 2 uge 04,10.0,cases,2019/2020,09. 65-74 år
År 2 uge 04,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 04,2.0,cases,2021/2022,09. 65-74 år
År 2 uge 04,19.0,cases,2022/2023,09. 65-74 år
År 2 uge 05,11.0,cases,2015/2016,09. 65-74 år
År 2 uge 05,9.0,cases,2016/2017,09. 65-74 år
År 2 uge 05,8.0,cases,2017/2018,09. 65-74 år
År 2 uge 05,24.0,cases,2018/2019,09. 65-74 år
År 2 uge 05,13.0,cases,2019/2020,09. 65-74 år
År 2 uge 05,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 05,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 05,16.0,cases,2022/2023,09. 65-74 år
År 2 uge 06,8.0,cases,2015/2016,09. 65-74 år
År 2 uge 06,11.0,cases,2016/2017,09. 65-74 år
År 2 uge 06,17.0,cases,2017/2018,09. 65-74 år
År 2 uge 06,26.0,cases,2018/2019,09. 65-74 år
År 2 uge 06,12.0,cases,2019/2020,09. 65-74 år
År 2 uge 06,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 06,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 06,13.0,cases,2022/2023,09. 65-74 år
År 2 uge 07,8.0,cases,2015/2016,09. 65-74 år
År 2 uge 07,16.0,cases,2016/2017,09. 65-74 år
År 2 uge 07,29.0,cases,2017/2018,09. 65-74 år
År 2 uge 07,24.0,cases,2018/2019,09. 65-74 år
År 2 uge 07,12.0,cases,2019/2020,09. 65-74 år
År 2 uge 07,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 07,1.0,cases,2021/2022,09. 65-74 år
År 2 uge 07,6.0,cases,2022/2023,09. 65-74 år
År 2 uge 08,12.0,cases,2015/2016,09. 65-74 år
År 2 uge 08,11.0,cases,2016/2017,09. 65-74 år
År 2 uge 08,32.0,cases,2017/2018,09. 65-74 år
År 2 uge 08,27.0,cases,2018/2019,09. 65-74 år
År 2 uge 08,6.0,cases,2019/2020,09. 65-74 år
År 2 uge 08,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 08,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 08,6.0,cases,2022/2023,09. 65-74 år
År 2 uge 09,10.0,cases,2015/2016,09. 65-74 år
År 2 uge 09,10.0,cases,2016/2017,09. 65-74 år
År 2 uge 09,23.0,cases,2017/2018,09. 65-74 år
År 2 uge 09,20.0,cases,2018/2019,09. 65-74 år
År 2 uge 09,12.0,cases,2019/2020,09. 65-74 år
År 2 uge 09,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 09,2.0,cases,2021/2022,09. 65-74 år
År 2 uge 10,8.0,cases,2015/2016,09. 65-74 år
År 2 uge 10,7.0,cases,2016/2017,09. 65-74 år
År 2 uge 10,33.0,cases,2017/2018,09. 65-74 år
År 2 uge 10,13.0,cases,2018/2019,09. 65-74 år
År 2 uge 10,11.0,cases,2019/2020,09. 65-74 år
År 2 uge 10,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 10,1.0,cases,2021/2022,09. 65-74 år
År 2 uge 11,7.0,cases,2015/2016,09. 65-74 år
År 2 uge 11,5.0,cases,2016/2017,09. 65-74 år
År 2 uge 11,27.0,cases,2017/2018,09. 65-74 år
År 2 uge 11,10.0,cases,2018/2019,09. 65-74 år
År 2 uge 11,11.0,cases,2019/2020,09. 65-74 år
År 2 uge 11,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 11,1.0,cases,2021/2022,09. 65-74 år
År 2 uge 12,7.0,cases,2015/2016,09. 65-74 år
År 2 uge 12,5.0,cases,2016/2017,09. 65-74 år
År 2 uge 12,20.0,cases,2017/2018,09. 65-74 år
År 2 uge 12,6.0,cases,2018/2019,09. 65-74 år
År 2 uge 12,17.0,cases,2019/2020,09. 65-74 år
År 2 uge 12,1.0,cases,2020/2021,09. 65-74 år
År 2 uge 12,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 13,8.0,cases,2015/2016,09. 65-74 år
År 2 uge 13,4.0,cases,2016/2017,09. 65-74 år
År 2 uge 13,24.0,cases,2017/2018,09. 65-74 år
År 2 uge 13,12.0,cases,2018/2019,09. 65-74 år
År 2 uge 13,7.0,cases,2019/2020,09. 65-74 år
År 2 uge 13,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 13,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 14,3.0,cases,2015/2016,09. 65-74 år
År 2 uge 14,4.0,cases,2016/2017,09. 65-74 år
År 2 uge 14,18.0,cases,2017/2018,09. 65-74 år
År 2 uge 14,8.0,cases,2018/2019,09. 65-74 år
År 2 uge 14,5.0,cases,2019/2020,09. 65-74 år
År 2 uge 14,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 14,1.0,cases,2021/2022,09. 65-74 år
År 2 uge 15,2.0,cases,2015/2016,09. 65-74 år
År 2 uge 15,5.0,cases,2016/2017,09. 65-74 år
År 2 uge 15,12.0,cases,2017/2018,09. 65-74 år
År 2 uge 15,4.0,cases,2018/2019,09. 65-74 år
År 2 uge 15,0.0,cases,2019/2020,09. 65-74 år
År 2 uge 15,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 15,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 16,2.0,cases,2015/2016,09. 65-74 år
År 2 uge 16,0.0,cases,2016/2017,09. 65-74 år
År 2 uge 16,6.0,cases,2017/2018,09. 65-74 år
År 2 uge 16,7.0,cases,2018/2019,09. 65-74 år
År 2 uge 16,1.0,cases,2019/2020,09. 65-74 år
År 2 uge 16,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 16,1.0,cases,2021/2022,09. 65-74 år
År 2 uge 17,3.0,cases,2015/2016,09. 65-74 år
År 2 uge 17,0.0,cases,2016/2017,09. 65-74 år
År 2 uge 17,4.0,cases,2017/2018,09. 65-74 år
År 2 uge 17,8.0,cases,2018/2019,09. 65-74 år
År 2 uge 17,0.0,cases,2019/2020,09. 65-74 år
År 2 uge 17,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 17,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 18,1.0,cases,2015/2016,09. 65-74 år
År 2 uge 18,0.0,cases,2016/2017,09. 65-74 år
År 2 uge 18,5.0,cases,2017/2018,09. 65-74 år
År 2 uge 18,2.0,cases,2018/2019,09. 65-74 år
År 2 uge 18,1.0,cases,2019/2020,09. 65-74 år
År 2 uge 18,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 18,0.0,cases,2021/2022,09. 65-74 år
År 2 uge 19,1.0,cases,2015/2016,09. 65-74 år
År 2 uge 19,1.0,cases,2016/2017,09. 65-74 år
År 2 uge 19,3.0,cases,2017/2018,09. 65-74 år
År 2 uge 19,1.0,cases,2018/2019,09. 65-74 år
År 2 uge 19,0.0,cases,2019/2020,09. 65-74 år
År 2 uge 19,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 19,2.0,cases,2021/2022,09. 65-74 år
År 2 uge 20,0.0,cases,2015/2016,09. 65-74 år
År 2 uge 20,2.0,cases,2016/2017,09. 65-74 år
År 2 uge 20,1.0,cases,2017/2018,09. 65-74 år
År 2 uge 20,2.0,cases,2018/2019,09. 65-74 år
År 2 uge 20,0.0,cases,2019/2020,09. 65-74 år
År 2 uge 20,0.0,cases,2020/2021,09. 65-74 år
År 2 uge 20,1.0,cases,2021/2022,09. 65-74 år
År 1 uge 21,35.0,tested,2016/2017,09. 65-74 år
År 1 uge 21,29.0,tested,2017/2018,09. 65-74 år
År 1 uge 21,41.0,tested,2018/2019,09. 65-74 år
År 1 uge 21,62.0,tested,2019/2020,09. 65-74 år
År 1 uge 21,56.0,tested,2020/2021,09. 65-74 år
År 1 uge 21,98.0,tested,2021/2022,09. 65-74 år
År 1 uge 21,315.0,tested,2022/2023,09. 65-74 år
År 1 uge 22,21.0,tested,2016/2017,09. 65-74 år
År 1 uge 22,29.0,tested,2017/2018,09. 65-74 år
År 1 uge 22,41.0,tested,2018/2019,09. 65-74 år
År 1 uge 22,35.0,tested,2019/2020,09. 65-74 år
År 1 uge 22,44.0,tested,2020/2021,09. 65-74 år
År 1 uge 22,121.0,tested,2021/2022,09. 65-74 år
År 1 uge 22,315.0,tested,2022/2023,09. 65-74 år
År 1 uge 23,19.0,tested,2016/2017,09. 65-74 år
År 1 uge 23,24.0,tested,2017/2018,09. 65-74 år
År 1 uge 23,29.0,tested,2018/2019,09. 65-74 år
År 1 uge 23,32.0,tested,2019/2020,09. 65-74 år
År 1 uge 23,36.0,tested,2020/2021,09. 65-74 år
År 1 uge 23,117.0,tested,2021/2022,09. 65-74 år
År 1 uge 23,324.0,tested,2022/2023,09. 65-74 år
År 1 uge 24,25.0,tested,2016/2017,09. 65-74 år
År 1 uge 24,27.0,tested,2017/2018,09. 65-74 år
År 1 uge 24,29.0,tested,2018/2019,09. 65-74 år
År 1 uge 24,41.0,tested,2019/2020,09. 65-74 år
År 1 uge 24,31.0,tested,2020/2021,09. 65-74 år
År 1 uge 24,78.0,tested,2021/2022,09. 65-74 år
År 1 uge 24,343.0,tested,2022/2023,09. 65-74 år
År 1 uge 25,14.0,tested,2016/2017,09. 65-74 år
År 1 uge 25,24.0,tested,2017/2018,09. 65-74 år
År 1 uge 25,23.0,tested,2018/2019,09. 65-74 år
År 1 uge 25,41.0,tested,2019/2020,09. 65-74 år
År 1 uge 25,33.0,tested,2020/2021,09. 65-74 år
År 1 uge 25,95.0,tested,2021/2022,09. 65-74 år
År 1 uge 25,345.0,tested,2022/2023,09. 65-74 år
År 1 uge 26,13.0,tested,2016/2017,09. 65-74 år
År 1 uge 26,17.0,tested,2017/2018,09. 65-74 år
År 1 uge 26,26.0,tested,2018/2019,09. 65-74 år
År 1 uge 26,40.0,tested,2019/2020,09. 65-74 år
År 1 uge 26,27.0,tested,2020/2021,09. 65-74 år
År 1 uge 26,90.0,tested,2021/2022,09. 65-74 år
År 1 uge 26,327.0,tested,2022/2023,09. 65-74 år
År 1 uge 27,20.0,tested,2016/2017,09. 65-74 år
År 1 uge 27,17.0,tested,2017/2018,09. 65-74 år
År 1 uge 27,23.0,tested,2018/2019,09. 65-74 år
År 1 uge 27,43.0,tested,2019/2020,09. 65-74 år
År 1 uge 27,26.0,tested,2020/2021,09. 65-74 år
År 1 uge 27,80.0,tested,2021/2022,09. 65-74 år
År 1 uge 27,322.0,tested,2022/2023,09. 65-74 år
År 1 uge 28,22.0,tested,2016/2017,09. 65-74 år
År 1 uge 28,30.0,tested,2017/2018,09. 65-74 år
År 1 uge 28,11.0,tested,2018/2019,09. 65-74 år
År 1 uge 28,43.0,tested,2019/2020,09. 65-74 år
År 1 uge 28,33.0,tested,2020/2021,09. 65-74 år
År 1 uge 28,92.0,tested,2021/2022,09. 65-74 år
År 1 uge 28,311.0,tested,2022/2023,09. 65-74 år
År 1 uge 29,20.0,tested,2016/2017,09. 65-74 år
År 1 uge 29,15.0,tested,2017/2018,09. 65-74 år
År 1 uge 29,20.0,tested,2018/2019,09. 65-74 år
År 1 uge 29,31.0,tested,2019/2020,09. 65-74 år
År 1 uge 29,32.0,tested,2020/2021,09. 65-74 år
År 1 uge 29,80.0,tested,2021/2022,09. 65-74 år
År 1 uge 29,303.0,tested,2022/2023,09. 65-74 år
År 1 uge 30,17.0,tested,2016/2017,09. 65-74 år
År 1 uge 30,20.0,tested,2017/2018,09. 65-74 år
År 1 uge 30,21.0,tested,2018/2019,09. 65-74 år
År 1 uge 30,28.0,tested,2019/2020,09. 65-74 år
År 1 uge 30,35.0,tested,2020/2021,09. 65-74 år
År 1 uge 30,83.0,tested,2021/2022,09. 65-74 år
År 1 uge 30,325.0,tested,2022/2023,09. 65-74 år
År 1 uge 31,25.0,tested,2016/2017,09. 65-74 år
År 1 uge 31,16.0,tested,2017/2018,09. 65-74 år
År 1 uge 31,16.0,tested,2018/2019,09. 65-74 år
År 1 uge 31,27.0,tested,2019/2020,09. 65-74 år
År 1 uge 31,18.0,tested,2020/2021,09. 65-74 år
År 1 uge 31,70.0,tested,2021/2022,09. 65-74 år
År 1 uge 31,306.0,tested,2022/2023,09. 65-74 år
År 1 uge 32,15.0,tested,2016/2017,09. 65-74 år
År 1 uge 32,24.0,tested,2017/2018,09. 65-74 år
År 1 uge 32,25.0,tested,2018/2019,09. 65-74 år
År 1 uge 32,28.0,tested,2019/2020,09. 65-74 år
År 1 uge 32,29.0,tested,2020/2021,09. 65-74 år
År 1 uge 32,96.0,tested,2021/2022,09. 65-74 år
År 1 uge 32,325.0,tested,2022/2023,09. 65-74 år
År 1 uge 33,19.0,tested,2016/2017,09. 65-74 år
År 1 uge 33,13.0,tested,2017/2018,09. 65-74 år
År 1 uge 33,20.0,tested,2018/2019,09. 65-74 år
År 1 uge 33,20.0,tested,2019/2020,09. 65-74 år
År 1 uge 33,24.0,tested,2020/2021,09. 65-74 år
År 1 uge 33,62.0,tested,2021/2022,09. 65-74 år
År 1 uge 33,299.0,tested,2022/2023,09. 65-74 år
År 1 uge 34,21.0,tested,2016/2017,09. 65-74 år
År 1 uge 34,24.0,tested,2017/2018,09. 65-74 år
År 1 uge 34,18.0,tested,2018/2019,09. 65-74 år
År 1 uge 34,19.0,tested,2019/2020,09. 65-74 år
År 1 uge 34,20.0,tested,2020/2021,09. 65-74 år
År 1 uge 34,81.0,tested,2021/2022,09. 65-74 år
År 1 uge 34,325.0,tested,2022/2023,09. 65-74 år
År 1 uge 35,26.0,tested,2016/2017,09. 65-74 år
År 1 uge 35,27.0,tested,2017/2018,09. 65-74 år
År 1 uge 35,19.0,tested,2018/2019,09. 65-74 år
År 1 uge 35,22.0,tested,2019/2020,09. 65-74 år
År 1 uge 35,21.0,tested,2020/2021,09. 65-74 år
År 1 uge 35,123.0,tested,2021/2022,09. 65-74 år
År 1 uge 35,276.0,tested,2022/2023,09. 65-74 år
År 1 uge 36,21.0,tested,2016/2017,09. 65-74 år
År 1 uge 36,36.0,tested,2017/2018,09. 65-74 år
År 1 uge 36,26.0,tested,2018/2019,09. 65-74 år
År 1 uge 36,25.0,tested,2019/2020,09. 65-74 år
År 1 uge 36,38.0,tested,2020/2021,09. 65-74 år
År 1 uge 36,155.0,tested,2021/2022,09. 65-74 år
År 1 uge 36,291.0,tested,2022/2023,09. 65-74 år
År 1 uge 37,26.0,tested,2016/2017,09. 65-74 år
År 1 uge 37,27.0,tested,2017/2018,09. 65-74 år
År 1 uge 37,31.0,tested,2018/2019,09. 65-74 år
År 1 uge 37,36.0,tested,2019/2020,09. 65-74 år
År 1 uge 37,19.0,tested,2020/2021,09. 65-74 år
År 1 uge 37,187.0,tested,2021/2022,09. 65-74 år
År 1 uge 37,320.0,tested,2022/2023,09. 65-74 år
År 1 uge 38,20.0,tested,2016/2017,09. 65-74 år
År 1 uge 38,35.0,tested,2017/2018,09. 65-74 år
År 1 uge 38,30.0,tested,2018/2019,09. 65-74 år
År 1 uge 38,35.0,tested,2019/2020,09. 65-74 år
År 1 uge 38,28.0,tested,2020/2021,09. 65-74 år
År 1 uge 38,191.0,tested,2021/2022,09. 65-74 år
År 1 uge 38,304.0,tested,2022/2023,09. 65-74 år
År 1 uge 39,22.0,tested,2016/2017,09. 65-74 år
År 1 uge 39,36.0,tested,2017/2018,09. 65-74 år
År 1 uge 39,43.0,tested,2018/2019,09. 65-74 år
År 1 uge 39,58.0,tested,2019/2020,09. 65-74 år
År 1 uge 39,43.0,tested,2020/2021,09. 65-74 år
År 1 uge 39,260.0,tested,2021/2022,09. 65-74 år
År 1 uge 39,343.0,tested,2022/2023,09. 65-74 år
År 1 uge 40,16.0,tested,2015/2016,09. 65-74 år
År 1 uge 40,31.0,tested,2016/2017,09. 65-74 år
År 1 uge 40,46.0,tested,2017/2018,09. 65-74 år
År 1 uge 40,51.0,tested,2018/2019,09. 65-74 år
År 1 uge 40,57.0,tested,2019/2020,09. 65-74 år
År 1 uge 40,42.0,tested,2020/2021,09. 65-74 år
År 1 uge 40,250.0,tested,2021/2022,09. 65-74 år
År 1 uge 40,372.0,tested,2022/2023,09. 65-74 år
År 1 uge 41,23.0,tested,2015/2016,09. 65-74 år
År 1 uge 41,25.0,tested,2016/2017,09. 65-74 år
År 1 uge 41,53.0,tested,2017/2018,09. 65-74 år
År 1 uge 41,52.0,tested,2018/2019,09. 65-74 år
År 1 uge 41,90.0,tested,2019/2020,09. 65-74 år
År 1 uge 41,33.0,tested,2020/2021,09. 65-74 år
År 1 uge 41,284.0,tested,2021/2022,09. 65-74 år
År 1 uge 41,407.0,tested,2022/2023,09. 65-74 år
År 1 uge 42,21.0,tested,2015/2016,09. 65-74 år
År 1 uge 42,39.0,tested,2016/2017,09. 65-74 år
År 1 uge 42,44.0,tested,2017/2018,09. 65-74 år
År 1 uge 42,57.0,tested,2018/2019,09. 65-74 år
År 1 uge 42,92.0,tested,2019/2020,09. 65-74 år
År 1 uge 42,47.0,tested,2020/2021,09. 65-74 år
År 1 uge 42,335.0,tested,2021/2022,09. 65-74 år
År 1 uge 42,387.0,tested,2022/2023,09. 65-74 år
År 1 uge 43,30.0,tested,2015/2016,09. 65-74 år
År 1 uge 43,40.0,tested,2016/2017,09. 65-74 år
År 1 uge 43,59.0,tested,2017/2018,09. 65-74 år
År 1 uge 43,55.0,tested,2018/2019,09. 65-74 år
År 1 uge 43,90.0,tested,2019/2020,09. 65-74 år
År 1 uge 43,51.0,tested,2020/2021,09. 65-74 år
År 1 uge 43,342.0,tested,2021/2022,09. 65-74 år
År 1 uge 43,425.0,tested,2022/2023,09. 65-74 år
År 1 uge 44,33.0,tested,2015/2016,09. 65-74 år
År 1 uge 44,43.0,tested,2016/2017,09. 65-74 år
År 1 uge 44,37.0,tested,2017/2018,09. 65-74 år
År 1 uge 44,56.0,tested,2018/2019,09. 65-74 år
År 1 uge 44,102.0,tested,2019/2020,09. 65-74 år
År 1 uge 44,69.0,tested,2020/2021,09. 65-74 år
År 1 uge 44,302.0,tested,2021/2022,09. 65-74 år
År 1 uge 44,399.0,tested,2022/2023,09. 65-74 år
År 1 uge 45,22.0,tested,2015/2016,09. 65-74 år
År 1 uge 45,42.0,tested,2016/2017,09. 65-74 år
År 1 uge 45,37.0,tested,2017/2018,09. 65-74 år
År 1 uge 45,77.0,tested,2018/2019,09. 65-74 år
År 1 uge 45,117.0,tested,2019/2020,09. 65-74 år
År 1 uge 45,115.0,tested,2020/2021,09. 65-74 år
År 1 uge 45,345.0,tested,2021/2022,09. 65-74 år
År 1 uge 45,372.0,tested,2022/2023,09. 65-74 år
År 1 uge 46,30.0,tested,2015/2016,09. 65-74 år
År 1 uge 46,36.0,tested,2016/2017,09. 65-74 år
År 1 uge 46,49.0,tested,2017/2018,09. 65-74 år
År 1 uge 46,98.0,tested,2018/2019,09. 65-74 år
År 1 uge 46,140.0,tested,2019/2020,09. 65-74 år
År 1 uge 46,93.0,tested,2020/2021,09. 65-74 år
År 1 uge 46,328.0,tested,2021/2022,09. 65-74 år
År 1 uge 46,438.0,tested,2022/2023,09. 65-74 år
År 1 uge 47,26.0,tested,2015/2016,09. 65-74 år
År 1 uge 47,37.0,tested,2016/2017,09. 65-74 år
År 1 uge 47,49.0,tested,2017/2018,09. 65-74 år
År 1 uge 47,84.0,tested,2018/2019,09. 65-74 år
År 1 uge 47,154.0,tested,2019/2020,09. 65-74 år
År 1 uge 47,97.0,tested,2020/2021,09. 65-74 år
År 1 uge 47,360.0,tested,2021/2022,09. 65-74 år
År 1 uge 47,466.0,tested,2022/2023,09. 65-74 år
År 1 uge 48,26.0,tested,2015/2016,09. 65-74 år
År 1 uge 48,48.0,tested,2016/2017,09. 65-74 år
År 1 uge 48,57.0,tested,2017/2018,09. 65-74 år
År 1 uge 48,68.0,tested,2018/2019,09. 65-74 år
År 1 uge 48,155.0,tested,2019/2020,09. 65-74 år
År 1 uge 48,99.0,tested,2020/2021,09. 65-74 år
År 1 uge 48,448.0,tested,2021/2022,09. 65-74 år
År 1 uge 48,473.0,tested,2022/2023,09. 65-74 år
År 1 uge 49,25.0,tested,2015/2016,09. 65-74 år
År 1 uge 49,58.0,tested,2016/2017,09. 65-74 år
År 1 uge 49,68.0,tested,2017/2018,09. 65-74 år
År 1 uge 49,102.0,tested,2018/2019,09. 65-74 år
År 1 uge 49,172.0,tested,2019/2020,09. 65-74 år
År 1 uge 49,110.0,tested,2020/2021,09. 65-74 år
År 1 uge 49,435.0,tested,2021/2022,09. 65-74 år
År 1 uge 49,469.0,tested,2022/2023,09. 65-74 år
År 1 uge 50,41.0,tested,2015/2016,09. 65-74 år
År 1 uge 50,66.0,tested,2016/2017,09. 65-74 år
År 1 uge 50,77.0,tested,2017/2018,09. 65-74 år
År 1 uge 50,130.0,tested,2018/2019,09. 65-74 år
År 1 uge 50,195.0,tested,2019/2020,09. 65-74 år
År 1 uge 50,146.0,tested,2020/2021,09. 65-74 år
År 1 uge 50,428.0,tested,2021/2022,09. 65-74 år
År 1 uge 50,524.0,tested,2022/2023,09. 65-74 år
År 1 uge 51,45.0,tested,2015/2016,09. 65-74 år
År 1 uge 51,79.0,tested,2016/2017,09. 65-74 år
År 1 uge 51,79.0,tested,2017/2018,09. 65-74 år
År 1 uge 51,151.0,tested,2018/2019,09. 65-74 år
År 1 uge 51,221.0,tested,2019/2020,09. 65-74 år
År 1 uge 51,134.0,tested,2020/2021,09. 65-74 år
År 1 uge 51,412.0,tested,2021/2022,09. 65-74 år
År 1 uge 51,601.0,tested,2022/2023,09. 65-74 år
År 1 uge 52,43.0,tested,2015/2016,09. 65-74 år
År 1 uge 52,107.0,tested,2016/2017,09. 65-74 år
År 1 uge 52,125.0,tested,2017/2018,09. 65-74 år
År 1 uge 52,155.0,tested,2018/2019,09. 65-74 år
År 1 uge 52,230.0,tested,2019/2020,09. 65-74 år
År 1 uge 52,177.0,tested,2020/2021,09. 65-74 år
År 1 uge 52,477.0,tested,2021/2022,09. 65-74 år
År 1 uge 52,697.0,tested,2022/2023,09. 65-74 år
År 1 uge 53,36.0,tested,2015/2016,09. 65-74 år
År 1 uge 53,162.0,tested,2020/2021,09. 65-74 år
År 2 uge 01,35.0,tested,2015/2016,09. 65-74 år
År 2 uge 01,149.0,tested,2016/2017,09. 65-74 år
År 2 uge 01,152.0,tested,2017/2018,09. 65-74 år
År 2 uge 01,202.0,tested,2018/2019,09. 65-74 år
År 2 uge 01,262.0,tested,2019/2020,09. 65-74 år
År 2 uge 01,161.0,tested,2020/2021,09. 65-74 år
År 2 uge 01,445.0,tested,2021/2022,09. 65-74 år
År 2 uge 01,821.0,tested,2022/2023,09. 65-74 år
År 2 uge 02,48.0,tested,2015/2016,09. 65-74 år
År 2 uge 02,129.0,tested,2016/2017,09. 65-74 år
År 2 uge 02,159.0,tested,2017/2018,09. 65-74 år
År 2 uge 02,240.0,tested,2018/2019,09. 65-74 år
År 2 uge 02,267.0,tested,2019/2020,09. 65-74 år
År 2 uge 02,173.0,tested,2020/2021,09. 65-74 år
År 2 uge 02,372.0,tested,2021/2022,09. 65-74 år
År 2 uge 02,598.0,tested,2022/2023,09. 65-74 år
År 2 uge 03,37.0,tested,2015/2016,09. 65-74 år
År 2 uge 03,109.0,tested,2016/2017,09. 65-74 år
År 2 uge 03,161.0,tested,2017/2018,09. 65-74 år
År 2 uge 03,216.0,tested,2018/2019,09. 65-74 år
År 2 uge 03,208.0,tested,2019/2020,09. 65-74 år
År 2 uge 03,146.0,tested,2020/2021,09. 65-74 år
År 2 uge 03,381.0,tested,2021/2022,09. 65-74 år
År 2 uge 03,483.0,tested,2022/2023,09. 65-74 år
År 2 uge 04,60.0,tested,2015/2016,09. 65-74 år
År 2 uge 04,169.0,tested,2016/2017,09. 65-74 år
År 2 uge 04,208.0,tested,2017/2018,09. 65-74 år
År 2 uge 04,299.0,tested,2018/2019,09. 65-74 år
År 2 uge 04,226.0,tested,2019/2020,09. 65-74 år
År 2 uge 04,138.0,tested,2020/2021,09. 65-74 år
År 2 uge 04,349.0,tested,2021/2022,09. 65-74 år
År 2 uge 04,400.0,tested,2022/2023,09. 65-74 år
År 2 uge 05,90.0,tested,2015/2016,09. 65-74 år
År 2 uge 05,172.0,tested,2016/2017,09. 65-74 år
År 2 uge 05,307.0,tested,2017/2018,09. 65-74 år
År 2 uge 05,372.0,tested,2018/2019,09. 65-74 år
År 2 uge 05,255.0,tested,2019/2020,09. 65-74 år
År 2 uge 05,132.0,tested,2020/2021,09. 65-74 år
År 2 uge 05,306.0,tested,2021/2022,09. 65-74 år
År 2 uge 05,473.0,tested,2022/2023,09. 65-74 år
År 2 uge 06,113.0,tested,2015/2016,09. 65-74 år
År 2 uge 06,179.0,tested,2016/2017,09. 65-74 år
År 2 uge 06,346.0,tested,2017/2018,09. 65-74 år
År 2 uge 06,520.0,tested,2018/2019,09. 65-74 år
År 2 uge 06,259.0,tested,2019/2020,09. 65-74 år
År 2 uge 06,140.0,tested,2020/2021,09. 65-74 år
År 2 uge 06,299.0,tested,2021/2022,09. 65-74 år
År 2 uge 06,472.0,tested,2022/2023,09. 65-74 år
År 2 uge 07,120.0,tested,2015/2016,09. 65-74 år
År 2 uge 07,179.0,tested,2016/2017,09. 65-74 år
År 2 uge 07,476.0,tested,2017/2018,09. 65-74 år
År 2 uge 07,469.0,tested,2018/2019,09. 65-74 år
År 2 uge 07,271.0,tested,2019/2020,09. 65-74 år
År 2 uge 07,154.0,tested,2020/2021,09. 65-74 år
År 2 uge 07,301.0,tested,2021/2022,09. 65-74 år
År 2 uge 07,489.0,tested,2022/2023,09. 65-74 år
År 2 uge 08,157.0,tested,2015/2016,09. 65-74 år
År 2 uge 08,174.0,tested,2016/2017,09. 65-74 år
År 2 uge 08,483.0,tested,2017/2018,09. 65-74 år
År 2 uge 08,336.0,tested,2018/2019,09. 65-74 år
År 2 uge 08,235.0,tested,2019/2020,09. 65-74 år
År 2 uge 08,141.0,tested,2020/2021,09. 65-74 år
År 2 uge 08,319.0,tested,2021/2022,09. 65-74 år
År 2 uge 08,515.0,tested,2022/2023,09. 65-74 år
År 2 uge 09,149.0,tested,2015/2016,09. 65-74 år
År 2 uge 09,123.0,tested,2016/2017,09. 65-74 år
År 2 uge 09,455.0,tested,2017/2018,09. 65-74 år
År 2 uge 09,239.0,tested,2018/2019,09. 65-74 år
År 2 uge 09,319.0,tested,2019/2020,09. 65-74 år
År 2 uge 09,144.0,tested,2020/2021,09. 65-74 år
År 2 uge 09,284.0,tested,2021/2022,09. 65-74 år
År 2 uge 10,141.0,tested,2015/2016,09. 65-74 år
År 2 uge 10,120.0,tested,2016/2017,09. 65-74 år
År 2 uge 10,496.0,tested,2017/2018,09. 65-74 år
